Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
recycled boots,,NA,2,boot,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 boot,NA,NA,1.0.0,Yes,0,Equipment,12326,dark gray,ShoesKneeRecyclingboots0,NA,690,664,yqYz3fPAdv4nDcv9X
recycled-can thumb piano,,NA,1,empty can,1,wood,1,iron nugget,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 3 empty cans,NA,NA,1.0.0,Yes,0,Miscellaneous,7045,dark gray,FtrKalimbaCan,NA,650,504,Wg8fZ2B2HqkvzvHDP
red-leaf pile,,NA,3,maple leaf,4,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,maple leaves,Yes,1.0.0,Yes,0,Housewares,4271,brown,FtrFallenleavesRed,NA,4601,589,mLrdRGTNsXKuekHhN
ringtoss,,NA,2,wood,2,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,88,brown,FtrQuoits,NA,460,43,oADtSa2zmTwZ9NMQz
robot hero,,NA,1,rocket,1,gold armor,30,rusted part,90,iron nugget,10,gold nugget,,,NFS,200,5000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,1509,silver,FtrHerorobot,NA,2228,594,4AjeuiarF5T2AAKSG
rocket,,NA,10,star fragment,20,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1441,silver,FtrRocket,NA,2221,409,xMbimsjjXPKdPSXxF
rocking chair,,NA,3,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,1103,brown,FtrRockingchair,NA,376,57,8iX4opSXHjcJBorzj
rocking horse,,NA,5,softwood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,83,brown,FtrRockinghorse,NA,403,102,mYp7N7KfrH4GprNif
rope fence,,NA,4,iron nugget,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4352,dark gray,ItemFencePegRope,NA,970,549,376NtDBZyAE9mDtSo
rose bed,,NA,10,red roses,5,wood,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,50,Housewares,7235,green,FtrFlowerBedW,NA,7804,507,7JwEWxhn5RhmvkgpS
rose crown,,NA,2,red roses,2,yellow roses,2,white roses,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5111,green,CapOrnamentRose1,NA,8212,252,nn5Ax694CmD7dzkDZ
rose wand,,NA,1,red roses,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5093,green,ToolStickRose,NA,8274,529,hH9qJNGJpxbY2TYTt
rose wreath,,NA,3,red roses,3,white roses,3,yellow roses,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is roses,NA,NA,1.0.0,Yes,50,Wall-mounted,5437,green,FtrDoorOrnamentWreathRose,NA,7852,229,Swx6c6NHk94Htn86t
rustic-stone wall,,NA,5,stone,5,clay,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4813,light gray,RoomTexWallStone00,NA,851,324,MmjudYWMYWwucKrMG
Sagittarius arrow,,NA,3,star fragment,2,Sagittarius fragment,2,gold nugget,,,,,,,NFS,200,NA,NA,Celeste,,Sagittarius,Yes,1.0.0,Yes,0,Wall-mounted,5958,silver,FtrZodiacSagittarius,NA,2308,376,E3TJjo97BMNgHWPAH
sakura-wood flooring,,NA,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Floors,5056,pink,RoomTexFloorSolidWood00,NA,3461,649,fPZCc3qyHmip4YE4o
sakura-wood wall,,NA,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Wallpaper,4947,pink,RoomTexWallSolidWood00,NA,3451,321,qweZmh7LNTLp9FDiY
sandy-beach flooring,,NA,1,sea snail,1,venus comb,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Floors,4970,white,RoomTexFloorSand00,NA,3860,669,39nh7pMHJthnDFjYE
satellite,,NA,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1443,silver,FtrSatellite,NA,2222,379,LZgRMaLeBJvSmGPGu
sauna heater,,NA,6,stone,3,iron nugget,3,wood,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3689,light gray,FtrStoveSauna,NA,810,374,LmA3DipMGKZb35bBf
scarecrow,,NA,3,tree branch,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,1120,brown,FtrScarecrow,NA,204,655,MWhpvNPWowwPKTPb3
scattered papers,,NA,1,document stack,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,4034,yellow,FtrFloorpapers,NA,2121,463,inzHEDTLeK6KZoiqa
sci-fi flooring,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,5270,silver,RoomSpFloorSF00,NA,2262,477,HYS6oTgQ85xyP8cuv
sci-fi wall,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5510,silver,RoomSpWallSF00,NA,2252,292,e4h5PiReE4wkz2mvY
Scorpio lamp,,NA,3,star fragment,2,Scorpius fragment,2,gold nugget,5,stone,,,,,NFS,200,NA,NA,Celeste,,Scorpio,Yes,1.0.0,Yes,0,Miscellaneous,5962,silver,FtrZodiacScorpio,NA,2307,380,nJbz3cz3Adu75WTG4
shamrock wand,,NA,3,clump of weeds,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,Shamrock Day,Yes,1.8.0,Yes,0,Tools,14239,green,ToolStickShamrock,NA,1292,774,8zBmGTvSx4dcXAJhj
shell arch,,NA,3,sea snail,3,venus comb,3,sand dollar,3,coral,3,giant clam,3,cowrie,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,3977,white,FtrShellArch,NA,3805,175,o6M2coQ6bLoDQsWBm
shell bed,,NA,5,giant clam,3,clay,4,stone,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3983,white,FtrShellBedW,NA,3803,181,PQaCd4ohLujJeKoLQ
shell fountain,,NA,5,giant clam,3,stone,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3982,white,FtrShellFountain,NA,3801,180,FQcXcbtASXK7kdQ9Q
shell lamp,,NA,2,giant clam,3,clay,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,3984,white,FtrShellLamp,NA,3806,182,27oeQoY4DhhmPaEWS
shell partition,,NA,4,venus comb,4,conch,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3978,white,FtrShellScreen,NA,3804,176,JnmHHHWXPk99xRkwD
shell rug,,NA,3,giant clam,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Rugs,7362,white,RugOtherShellM00,NA,3870,668,pJJzEZ9zTJQvgRdLu
shell speaker,,NA,3,conch,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,5150,white,FtrShellMusic,NA,3807,200,WdK7LJ8fbgXe9kfBv
shell stool,,NA,5,cowrie,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3979,white,FtrShellStoolS,NA,3800,177,f4wdMHhuARgmQfdnB
shell table,,NA,7,sand dollar,3,clay,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3980,white,FtrShellTableL,NA,3802,178,RXY6M4BmsWFJNqHAt
shell wand,,NA,3,summer shell,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Tools,7586,white,ToolStickShell,NA,4290,534,ZTaYhxtmS2F575QLd
shell wreath,,NA,1,summer shell,1,sea snail,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,NA,Balloons; Isabelle,,summer shells,Yes,1.0.0,Yes,0,Wall-mounted,4376,white,FtrDoorOrnamentWreathShell,NA,4240,219,k7dondWtbpmYBYHaX
shellfish pochette,,NA,2,giant clam,6,summer shell,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Equipment,7494,white,BagShoulderShell0,NA,4280,634,yArwqRFy5soMedxMk
shovel,,NA,1,flimsy shovel,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,2099,beige,ToolScoop,NA,104,281,M3RrgtikixGSNWq24
signpost,,NA,2,hardwood,3,softwood,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,3588,brown,FtrSignpost,NA,439,213,Z6H8xP4vNMznirGDX
silo,,NA,12,iron nugget,6,hardwood,12,clay,12,stone,,,,,NFS,200,3000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,7247,brick,FtrSilo,NA,708,598,6czwDvwNcJ6aLqsPm
simple DIY workbench,,NA,5,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,7142,brown,FtrWorkbenchStump,NA,300,494,BBHuZzdLe6H7GEw2R
simple mum crown,,NA,6,green mums,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5119,green,CapOrnamentMum3,NA,8205,260,Pib8R6Z4czejLxJK3
simple well,,NA,15,stone,1,flimsy shovel,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,2754,light gray,FtrWell,NA,811,36,bFSWqMEdNJZBRALME
simple wooden fence,,NA,6,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,11711,brown,ItemFenceNatural,NA,588,656,ZGyfJBiFPk58dPFfn
ski-slope flooring,,NA,8,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Floors,4989,blue,RoomTexFloorGelande00,NA,7060,483,obRJkb8TbaWbaBxAt
ski-slope wall,,NA,8,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,5498,blue,RoomSpWallGelande00,NA,7050,295,GpPrFGQc3wjpPYh2C
sky-egg outfit,,NA,3,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12453,yellow,TopsTexOnepieceRibNEggsky0,NA,8673,686,weRPdpf2rNKk5M6To
sky-egg shell,,NA,2,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12443,yellow,CapHatEggsky0,NA,8672,685,dvaSzuxBdqGoQsQtn
sky-egg shoes,,NA,2,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12459,yellow,ShoesLowcutEggsky0,NA,8674,687,EHXPk3QeW6EZy7pF9
sleigh,,NA,8,wood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,7281,brown,FtrSled,NA,442,580,vQCpvpCFNYENPhuKK
slingshot,,NA,5,hardwood,,,,,,,,,,,300,200,NA,NA,Nook's Cranny,,NA,NA,1.0.0,Yes,0,Tools,2822,beige,ToolSlingshot,NA,111,29,Bbew7NAtvtH9wLJrD
small cardboard boxes,,NA,2,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3410,yellow,FtrMovingboxS,NA,2134,609,5dYMgBRhSgGpHNRcW
snazzy pansy wreath,,NA,3,orange pansies,3,blue pansies,3,yellow pansies,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5748,green,FtrDoorOrnamentWreathPansyMix,NA,7858,451,vyxRpZbkGm3iZo9FG
snowflake pochette,,NA,6,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Equipment,7493,blue,BagShoulderSnow0,NA,7080,633,8b7zapAg4LJDda6Tk
snowflake wall,,NA,12,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,4855,blue,RoomTexWallSnowCrystal00,NA,7052,323,m8fufjb9uRvsqguGC
snowflake wreath,,NA,4,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,snowflakes,Yes,1.0.0,Yes,0,Wall-mounted,4375,blue,FtrDoorOrnamentWreathIce,NA,7040,222,syeDkgGnge76zBJ5y
snowperson head,,NA,1,large snowflake,5,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Equipment,8609,blue,CapCostumeSnowball0,NA,6680,637,6TuttvHpXz8cBQAqa
space shuttle,,NA,5,star fragment,10,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1444,silver,FtrShuttle,NA,2223,381,rh4nYL67r9Cy33pxj
spiky fence,,NA,8,hardwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4358,brown,ItemFenceSharply,NA,584,553,KwQDAafZxyPRLtYFn
spooky arch,,NA,10,orange pumpkin,10,hardwood,3,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,4083,purple,FtrHwnArch,NA,5809,205,RBhByrwzg8nnqsJfZ
spooky candy set,,NA,1,orange pumpkin,3,candy,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,12951,purple,FtrHwnSweets,NA,5805,732,dyC4hLvys8un93KRX
spooky carriage,,NA,30,orange pumpkin,20,hardwood,20,wood,20,softwood,10,iron nugget,,,NFS,200,NA,NA,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Housewares,4087,purple,FtrHwnCarriage,NA,5810,208,n6TrytnSYHGe9bASH
spooky chair,,NA,3,orange pumpkin,3,softwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,4089,purple,FtrHwnChairS,NA,5800,210,d2EFid4QeEKToKPTC
spooky fence,,NA,3,orange pumpkin,5,iron nugget,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Other,13275,purple,ItemFenceHalloween,NA,5890,737,CeZmnyqJzePbykYgb
spooky garland,,NA,1,orange pumpkin,1,iron nugget,1,clay,,,,,,,NFS,200,NA,NA,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Wall-mounted,13222,purple,FtrHwnDecorationWall,NA,5830,734,ujn6dXq5em2zphcob
spooky lantern,,NA,4,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,4088,purple,FtrHwnLantern,NA,5803,209,vnyxqjfAdq4QzGzou
spooky lantern set,,NA,4,orange pumpkin,4,clump of weeds,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,4092,purple,FtrHwnLanternset,NA,5804,212,9g3bAjrNQaArPsJHg
spooky scarecrow,,NA,3,orange pumpkin,4,wood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,4084,purple,FtrHwnScarecrow,NA,5807,206,4s5ztCbM9yLi9Pby9
spooky standing lamp,,NA,3,orange pumpkin,5,hardwood,1,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,12949,purple,FtrHwnStand,NA,5802,733,jZS8vhJwagkJP5v6q
spooky table,,NA,14,orange pumpkin,10,softwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,4090,purple,FtrHwnTableL,NA,5801,202,uPRm5RYiDS6oeiS3c
spooky table setting,,NA,1,orange pumpkin,1,iron nugget,1,clay,,,,,,,NFS,200,NA,NA,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Miscellaneous,13223,purple,FtrHwnTablesetting,NA,5806,735,7HGH5jC589CDhb5JG
spooky tower,,NA,7,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (ready days); Halloween,Yes,1.5.0,Yes,0,Housewares,4086,purple,FtrHwnTower,NA,5808,207,wcPdQconPscGvPiyi
spooky wand,,NA,1,spooky lantern,3,star fragment,,,,,,,,,NFS,200,NA,NA,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Tools,13237,purple,ToolStickHalloween,NA,5891,736,NezqnbME9DWhuM88n
stack of books,,NA,5,book,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1759,yellow,FtrBooks,NA,2100,196,wRs5mmgErDd3guzAD
stacked magazines,,NA,6,magazine,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1861,yellow,FtrMagagine,NA,2111,197,3gMLM9p6vJS37zTZe
stacked-wood wall,,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4844,brown,RoomTexWallFireWood00,NA,528,314,NNmn5yJHFnwDWkcRN
stall,,NA,12,wood,,,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,3617,brown,FtrFloat,NA,438,596,Et4TyaGdqojFhBPej
standard umbrella stand,,NA,3,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,3445,dark gray,FtrUmbrellastand,NA,907,169,vXFQZrMwx56imYidt
star clock,,NA,3,star fragment,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,7253,silver,FtrStarClock,NA,2230,514,2svknEfP5LbMe6Qur
star head,,NA,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Equipment,9862,silver,CapCostumeStar0,NA,2280,628,ruy96poyPqtxc5K4Y
star pochette,,NA,6,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Equipment,7489,silver,BagShoulderStar0,NA,2281,627,4fJpnNtzwpyCgJcNg
star wand,,NA,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,2544,silver,ToolChangeStick,NA,2291,523,yv5a3yQPS9tmBjhaP
starry garland,,NA,10,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wall-mounted,6827,silver,FtrStarDecorationWall,NA,2231,430,9LShEjECc39Sdyxzt
starry wall,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5528,silver,RoomSpWallStarPrint00,NA,2251,286,dZ74auFDK9GYNkEnK
starry-sands flooring,,NA,3,summer shell,1,sandy-beach flooring,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,7239,white,RoomTexFloorSandStar00,NA,4261,667,eR5A2YsGKuygX85s2
starry-sky wall,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5500,silver,RoomSpWallStarSky00,NA,2250,294,k4Fuy56j7X2gnPbhq
steamer-basket set,,NA,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,NA,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Miscellaneous,3344,green,FtrBasketsteamer,NA,3003,382,Z7Bb4ApKb6B8pNne2
steel flooring,,NA,7,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Floors,4960,dark gray,RoomTexFloorSteel00,NA,955,489,9ey59kSpvYXFaFzLz
steel-frame wall,,NA,8,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4801,dark gray,RoomTexWallSteel00,NA,950,325,zStKcz96GL8oDdLW9
stone arch,,NA,90,stone,,,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,11941,light gray,FtrRockArch,NA,809,652,6nZpvNEdHwxMgNtYC
stone axe,,NA,1,flimsy axe,3,wood,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5856,beige,ToolAxeStoneNormal,NA,101,285,RYD96qHETZn2ex3EP
stone fence,,NA,4,stone,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,5212,light gray,ItemFenceStone,NA,870,266,SeyEuJLjP22oEeN2x
stone lion-dog,,NA,24,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,7795,light gray,FtrSekishishi,NA,816,570,qLZ2ZtquCBHWMF9Ke
stone stool,,NA,3,stone,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3398,light gray,FtrStoneChair,NA,800,104,zAdsd8FZE7z3BzvJz
stone table,,NA,8,stone,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3397,light gray,FtrStoneTable,NA,801,105,4ieu6E9Qf95NaSJGc
stone tablet,,NA,12,stone,,,,,,,,,,,NFS,200,800,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,11943,light gray,FtrRockMonument,NA,817,651,DoFhuq2qKsiTHz6T6
stone wall,,NA,10,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,5216,light gray,RoomTexWallBasement00,NA,850,318,jkx7FkcrQdSWPqno2
stone-egg outfit,,NA,3,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12450,yellow,TopsTexOnepieceRibNEggrock0,NA,8664,677,xrQW5CeTyHda2fcut
stone-egg shell,,NA,2,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12440,yellow,CapHatEggrock0,NA,8663,676,bC74Ws22wnGThm6Mh
stone-egg shoes,,NA,2,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12456,yellow,ShoesLowcutEggrock0,NA,8665,678,qjuG3PA8rJWbnu5Qp
straw fence,,NA,10,clump of weeds,3,wood,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4356,green,ItemFenceDriedStraw,NA,1290,552,WpBzuYymcgmxSCn2m
straw umbrella hat,,NA,10,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Equipment,7254,green,CapHatSandogasa0,NA,1283,606,ADu83C55zHi4DfoFp
street piano,,NA,1,upright piano,1,painting set,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,100,Housewares,11942,yellow,FtrPianoStreet,NA,2161,654,fXE4EShKRk3pRX58g
succulent plant,,NA,10,clump of weeds,1,empty can,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 empty can,NA,NA,1.0.0,Yes,0,Miscellaneous,132,green,FtrPlantSucculents,NA,1201,190,YyxnntEPTDukJaRfY
summer-shell rug,,NA,6,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.6.0,Yes,0,Rugs,12217,white,RugOtherShellSnailM00,NA,4270,757,G5P9xnup3Aps3skQX
swinging bench,,NA,5,wood,7,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills; Tom Nook,Purchase Test Your DIY Skills from Nook's Cranny; 50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,1170,brown,FtrSwingWood,NA,377,59,8PYT8EbpS8exL2Px8
tabletop festive tree,,NA,5,gold ornament,3,tree branch,2,clay,,,,,,,NFS,200,NA,NA,Balloons,,ornaments,Yes,1.0.0,Yes,0,Miscellaneous,4067,white,FtrTreeXmasMini,NA,7402,388,kNa25SiznwzDANzYb
